Women's Athletics; 200m,119
Men's Long jump,119
Women's Athletics; 4x400m relay,119
Men's Athletics; Triathlon,119
Men's 3km Walk,119
Women's Tennis; doubles,122
Men's Tennis; Indoor Singles,122
Women's Tennis; singles,122
Women's Tennis; Indoor Singles,122
Men's Tennis; doubles,122
Men's Tennis; singles,122
Mixed doubles,122
